names,seqnames,start,end,LOCATION,GENEID,PRECEDEID,FOLLOWID,symbol,APM11_numCs,APM12_numCs,APM19_numCs,APM20_numCs,APM11_coverage,APM12_coverage,APM19_coverage,APM20_coverage,p.value,ratioAPM11,ratioAPM12,ratioAPM19,ratioAPM20,meanES,meanB1DMSO24h,beta
chr11_73136793,chr11,73136793,73136793,intron,16407,character(0),character(0),Itgae,7,5,46,70,64,49,66,106,5.26E-05,0.109375,0.102040816,0.696969697,0.660377358,0.105707908,0.678673528,0.57296562
chr11_73136793,chr11,73136793,73136793,coding,14841,character(0),character(0),Haspin,7,5,46,70,64,49,66,106,5.26E-05,0.109375,0.102040816,0.696969697,0.660377358,0.105707908,0.678673528,0.57296562
chr11_73136885,chr11,73136885,73136885,intron,16407,character(0),character(0),Itgae,7,4,33,64,89,65,71,133,8.56E-05,0.078651685,0.061538462,0.464788732,0.481203008,0.070095073,0.47299587,0.402900796
chr11_73136885,chr11,73136885,73136885,coding,14841,character(0),character(0),Haspin,7,4,33,64,89,65,71,133,8.56E-05,0.078651685,0.061538462,0.464788732,0.481203008,0.070095073,0.47299587,0.402900796
chr11_73136938,chr11,73136938,73136938,intron,16407,character(0),character(0),Itgae,5,3,43,79,92,72,84,129,9.26E-05,0.054347826,0.041666667,0.511904762,0.612403101,0.048007246,0.562153931,0.514146685
chr11_73136938,chr11,73136938,73136938,coding,14841,character(0),character(0),Haspin,5,3,43,79,92,72,84,129,9.26E-05,0.054347826,0.041666667,0.511904762,0.612403101,0.048007246,0.562153931,0.514146685
chr11_83083332,chr11,83083332,83083332,intergenic,NA,"c(""100034251"", ""100043636"", ""100504464"", ""103729"", ""103737"", ""118453"", ""14038"", ""20302"", ""20303"", ""20304"", ""20305"", ""20308"", ""20555"", ""20557"", ""20558"", ""21410"", ""217026"", ""217030"", ""217031"", ""237890"", ""237891"", ""276952"", ""56405"", ""613254"", ""629303"", ""66107"", ""66330"", ""70439"", ""71770"", ""78394"")","c(""100503272"", ""102466846"", ""12467"", ""16882"", ""19364"", ""20290"", ""20293"", ""20307"", ""20556"", ""217011"", ""217012"", ""237886"", ""237887"", ""270893"", ""276950"", ""327978"", ""66983"", ""67338"", ""76392"", ""78919"", ""791422"")",NA,72,42,95,193,211,128,144,291,6.89E-05,0.341232227,0.328125,0.659722222,0.663230241,0.334678614,0.661476231,0.326797618
chr11_83083352,chr11,83083352,83083352,intergenic,NA,"c(""100034251"", ""100043636"", ""100504464"", ""103729"", ""103737"", ""118453"", ""14038"", ""20302"", ""20303"", ""20304"", ""20305"", ""20308"", ""20555"", ""20557"", ""20558"", ""21410"", ""217026"", ""217030"", ""217031"", ""237890"", ""237891"", ""276952"", ""56405"", ""613254"", ""629303"", ""66107"", ""66330"", ""70439"", ""71770"", ""78394"")","c(""100503272"", ""102466846"", ""12467"", ""16882"", ""19364"", ""20290"", ""20293"", ""20307"", ""20556"", ""217011"", ""217012"", ""237886"", ""237887"", ""270893"", ""276950"", ""327978"", ""66983"", ""67338"", ""76392"", ""78919"", ""791422"")",NA,71,43,99,191,215,129,144,298,9.74E-05,0.330232558,0.333333333,0.6875,0.640939597,0.331782946,0.664219799,0.332436853
chr11_83224380,chr11,83224380,83224380,intron,100043636,character(0),character(0),AI662270,6,2,35,64,101,46,70,117,6.90E-05,0.059405941,0.043478261,0.5,0.547008547,0.051442101,0.523504274,0.472062173
chr11_83789373,chr11,83789373,83789373,intergenic,NA,"c(""107476"", ""16869"", ""21410"", ""217030"", ""217031"", ""56321"", ""56405"", ""628813"", ""78365"", ""78394"", ""78471"")","c(""100034251"", ""100043636"", ""100504464"", ""102466846"", ""103729"", ""103737"", ""118453"", ""14038"", ""16882"", ""19364"", ""20302"", ""20303"", ""20304"", ""20305"", ""20308"", ""20555"", ""20556"", ""20557"", ""20558"", ""217011"", ""217012"", ""217026"", ""237886"", ""237887"", ""237890"", ""237891"", ""276950"", ""276952"", ""327978"", ""613254"", ""629303"", ""66107"", ""66330"", ""67338"", ""70439"", ""71770"", ""76392"", ""78919"")",NA,4,3,26,50,83,69,64,118,9.96E-05,0.048192771,0.043478261,0.40625,0.423728814,0.045835516,0.414989407,0.369153891
chr11_85794487,chr11,85794487,85794487,intron,192197,character(0),character(0),Bcas3,21,10,60,103,140,87,112,192,5.96E-05,0.15,0.114942529,0.535714286,0.536458333,0.132471264,0.53608631,0.403615045
chr11_85794487,chr11,85794487,85794487,intron,69909,character(0),character(0),2610027K06Rik,21,10,60,103,140,87,112,192,5.96E-05,0.15,0.114942529,0.535714286,0.536458333,0.132471264,0.53608631,0.403615045
chr11_85794555,chr11,85794555,85794555,intron,192197,character(0),character(0),Bcas3,29,19,69,110,127,89,117,186,8.43E-05,0.228346457,0.213483146,0.58974359,0.591397849,0.220914801,0.59057072,0.369655918
chr11_85794555,chr11,85794555,85794555,intron,69909,character(0),character(0),2610027K06Rik,29,19,69,110,127,89,117,186,8.43E-05,0.228346457,0.213483146,0.58974359,0.591397849,0.220914801,0.59057072,0.369655918
chr11_9150608,chr11,9150608,9150608,intergenic,NA,268379,"c(""15574"", ""194974"", ""22271"", ""319939"", ""626870"")",NA,4,5,36,57,77,57,69,104,9.56E-05,0.051948052,0.087719298,0.52173913,0.548076923,0.069833675,0.534908027,0.465074352
chr11_94786443,chr11,94786443,94786443,intergenic,NA,"c(""102640811"", ""104079"", ""110172"", ""12842"", ""13393"", ""13394"", ""16400"", ""18053"", ""18604"", ""18673"", ""20391"", ""20747"", ""215512"", ""217124"", ""217125"", ""217127"", ""237928"", ""268469"", ""320453"", ""320616"", ""432396"", ""432591"", ""54388"", ""93670"")","c(""103537"", ""104601"", ""12291"", ""12643"", ""18102"", ""18103"", ""217109"", ""217116"", ""217119"", ""217122"", ""22057"", ""237926"", ""264895"", ""268465"", ""278507"", ""432589"", ""544806"", ""67684"", ""70834"", ""71452"", ""71889"", ""76408"", ""94064"", ""98238"")",NA,41,24,81,118,187,119,133,199,4.58E-05,0.219251337,0.201680672,0.609022556,0.592964824,0.210466005,0.60099369,0.390527686
chr12_106585791,chr12,106585791,106585791,intergenic,NA,71033,"c(""12061"", ""12062"", ""18789"", ""22367"", ""66787"", ""76559"", ""76639"", ""78801"")",NA,16,17,54,63,103,81,77,95,9.13E-05,0.155339806,0.209876543,0.701298701,0.663157895,0.182608175,0.682228298,0.499620124
chr12_17892188,chr12,17892188,17892188,intron,NA,character(0),character(0),NA,6,4,29,50,226,159,138,241,9.74E-05,0.026548673,0.025157233,0.210144928,0.20746888,0.025852953,0.208806904,0.182953951
chr12_17892188,chr12,17892188,17892188,intergenic,NA,236366,"c(""100526470"", ""18263"", ""19878"", ""217430"", ""217431"", ""382571"", ""53602"", ""68775"", ""71853"", ""73667"")",NA,6,4,29,50,226,159,138,241,9.74E-05,0.026548673,0.025157233,0.210144928,0.20746888,0.025852953,0.208806904,0.182953951
chr12_17992214,chr12,17992214,17992214,promoter,NA,character(0),character(0),NA,21,18,51,86,467,351,280,441,8.76E-05,0.04496788,0.051282051,0.182142857,0.195011338,0.048124966,0.188577098,0.140452132
chr12_17992214,chr12,17992214,17992214,intergenic,NA,236366,"c(""100526470"", ""18263"", ""217430"", ""217431"", ""382571"", ""53602"", ""68775"", ""71853"", ""73667"")",NA,21,18,51,86,467,351,280,441,8.76E-05,0.04496788,0.051282051,0.182142857,0.195011338,0.048124966,0.188577098,0.140452132
chr12_17992314,chr12,17992314,17992314,promoter,NA,character(0),character(0),NA,26,25,105,160,456,369,305,490,1.39E-05,0.057017544,0.067750678,0.344262295,0.326530612,0.062384111,0.335396454,0.273012343
chr12_17992314,chr12,17992314,17992314,intergenic,NA,236366,"c(""100526470"", ""18263"", ""217430"", ""217431"", ""382571"", ""53602"", ""68775"", ""71853"", ""73667"")",NA,26,25,105,160,456,369,305,490,1.39E-05,0.057017544,0.067750678,0.344262295,0.326530612,0.062384111,0.335396454,0.273012343
chr12_18135286,chr12,18135286,18135286,intergenic,NA,236366,"c(""100526470"", ""18263"", ""217431"", ""382571"", ""53602"", ""68775"", ""71853"")",NA,93,72,130,215,476,356,278,430,3.03E-05,0.195378151,0.202247191,0.467625899,0.5,0.198812671,0.48381295,0.285000279
chr12_18135359,chr12,18135359,18135359,intergenic,NA,236366,"c(""100526470"", ""18263"", ""217431"", ""382571"", ""53602"", ""68775"", ""71853"")",NA,124,90,150,265,460,362,261,477,2.56E-05,0.269565217,0.248618785,0.574712644,0.555555556,0.259092001,0.5651341,0.306042099
chr12_18513886,chr12,18513886,18513886,promoter,236366,character(0),character(0),5730507C01Rik,11,11,38,70,302,267,197,347,9.06E-05,0.036423841,0.041198502,0.192893401,0.201729107,0.038811171,0.197311254,0.158500082
chr12_18513886,chr12,18513886,18513886,intergenic,NA,236366,"c(""18263"", ""53602"")",NA,11,11,38,70,302,267,197,347,9.06E-05,0.036423841,0.041198502,0.192893401,0.201729107,0.038811171,0.197311254,0.158500082
chr12_18524642,chr12,18524642,18524642,intron,236366,character(0),character(0),5730507C01Rik,3,1,27,38,257,174,155,229,9.94E-05,0.011673152,0.005747126,0.174193548,0.165938865,0.008710139,0.170066207,0.161356067
chr12_18779792,chr12,18779792,18779792,intergenic,NA,character(0),"c(""236366"", ""53602"")",NA,3,1,27,49,198,159,117,204,7.79E-05,0.015151515,0.006289308,0.230769231,0.240196078,0.010720412,0.235482655,0.224762243
chr12_18779793,chr12,18779793,18779793,intergenic,NA,character(0),"c(""236366"", ""53602"")",NA,10,6,43,77,332,237,209,314,7.11E-05,0.030120482,0.025316456,0.205741627,0.24522293,0.027718469,0.225482278,0.19776381
chr12_18779812,chr12,18779812,18779812,intergenic,NA,character(0),"c(""236366"", ""53602"")",NA,14,10,74,95,357,260,230,328,2.28E-05,0.039215686,0.038461538,0.32173913,0.289634146,0.038838612,0.305686638,0.266848026
chr12_18852379,chr12,18852379,18852379,intergenic,NA,character(0),236366,NA,30,18,87,131,443,295,231,385,1.96E-05,0.06772009,0.061016949,0.376623377,0.34025974,0.06436852,0.358441558,0.294073039
chr12_18852406,chr12,18852406,18852406,intergenic,NA,character(0),236366,NA,15,11,60,95,522,353,266,459,2.62E-05,0.028735632,0.031161473,0.22556391,0.206971678,0.029948553,0.216267794,0.186319241
chr12_18864258,chr12,18864258,18864258,intergenic,NA,character(0),236366,NA,11,12,43,88,240,186,127,232,5.99E-05,0.045833333,0.064516129,0.338582677,0.379310345,0.055174731,0.358946511,0.30377178
chr12_18864265,chr12,18864265,18864265,intergenic,NA,character(0),236366,NA,12,10,51,91,235,184,130,232,2.23E-05,0.05106383,0.054347826,0.392307692,0.392241379,0.052705828,0.392274536,0.339568708
chr12_19043801,chr12,19043801,19043801,intergenic,NA,character(0),236366,NA,26,22,67,118,349,263,214,392,4.33E-05,0.074498567,0.08365019,0.313084112,0.301020408,0.079074379,0.30705226,0.227977881
chr12_19043871,chr12,19043871,19043871,intergenic,NA,character(0),236366,NA,71,47,115,194,513,380,292,505,2.34E-05,0.138401559,0.123684211,0.393835616,0.384158416,0.131042885,0.388997016,0.257954131
chr12_19049585,chr12,19049585,19049585,intergenic,NA,character(0),236366,NA,9,8,30,64,174,103,66,135,6.53E-05,0.051724138,0.077669903,0.454545455,0.474074074,0.06469702,0.464309764,0.399612744
chr12_19049596,chr12,19049596,19049596,intergenic,NA,character(0),236366,NA,12,8,31,64,183,109,69,143,4.93E-05,0.06557377,0.073394495,0.449275362,0.447552448,0.069484133,0.448413905,0.378929772
chr12_19049607,chr12,19049607,19049607,intergenic,NA,character(0),236366,NA,9,5,28,60,187,116,71,142,4.82E-05,0.048128342,0.043103448,0.394366197,0.422535211,0.045615895,0.408450704,0.362834809
chr12_19049609,chr12,19049609,19049609,intergenic,NA,character(0),236366,NA,19,12,41,86,186,116,74,142,3.26E-05,0.102150538,0.103448276,0.554054054,0.605633803,0.102799407,0.579843928,0.477044522
chr12_19049635,chr12,19049635,19049635,intergenic,NA,character(0),236366,NA,17,11,48,84,191,128,82,143,1.82E-05,0.089005236,0.0859375,0.585365854,0.587412587,0.087471368,0.586389221,0.498917853
chr12_19049671,chr12,19049671,19049671,intergenic,NA,character(0),236366,NA,24,16,40,65,194,136,84,146,7.85E-05,0.12371134,0.117647059,0.476190476,0.445205479,0.1206792,0.460697978,0.340018778
chr12_19186612,chr12,19186612,19186612,intergenic,NA,character(0),236366,NA,68,63,72,123,166,148,93,162,9.09E-05,0.409638554,0.425675676,0.774193548,0.759259259,0.417657115,0.766726404,0.349069289
chr12_19492786,chr12,19492786,19492786,intergenic,NA,character(0),236366,NA,14,15,46,92,218,171,96,180,3.26E-05,0.064220183,0.087719298,0.479166667,0.511111111,0.075969741,0.495138889,0.419169148
chr12_19617180,chr12,19617180,19617180,intergenic,NA,character(0),character(0),NA,30,18,51,68,144,91,83,113,8.29E-05,0.208333333,0.197802198,0.614457831,0.601769912,0.203067766,0.608113871,0.405046106
chr12_19703415,chr12,19703415,19703415,intergenic,NA,character(0),character(0),NA,32,19,76,121,428,326,272,421,4.11E-05,0.074766355,0.058282209,0.279411765,0.287410926,0.066524282,0.283411346,0.216887064
chr12_19875364,chr12,19875364,19875364,intergenic,NA,69513,character(0),NA,12,8,35,65,238,159,111,215,6.05E-05,0.050420168,0.050314465,0.315315315,0.302325581,0.050367317,0.308820448,0.258453132
chr12_19883142,chr12,19883142,19883142,intergenic,NA,69513,character(0),NA,22,11,62,116,508,387,264,546,5.42E-05,0.043307087,0.028423773,0.234848485,0.212454212,0.03586543,0.223651349,0.187785919
chr12_19944398,chr12,19944398,19944398,intergenic,NA,69513,character(0),NA,4,5,30,54,234,190,140,220,9.21E-05,0.017094017,0.026315789,0.214285714,0.245454545,0.021704903,0.22987013,0.208165227
chr12_20070979,chr12,20070979,20070979,intergenic,NA,69513,character(0),NA,29,20,79,118,519,381,339,530,3.35E-05,0.055876686,0.052493438,0.233038348,0.222641509,0.054185062,0.227839929,0.173654867
chr12_20074135,chr12,20074135,20074135,intergenic,NA,69513,character(0),NA,16,9,38,67,266,197,135,233,7.80E-05,0.060150376,0.045685279,0.281481481,0.287553648,0.052917828,0.284517565,0.231599737
chr12_20311583,chr12,20311583,20311583,intron,NA,character(0),character(0),NA,32,25,82,129,459,350,283,470,2.90E-05,0.069716776,0.071428571,0.28975265,0.274468085,0.070572674,0.282110368,0.211537694
chr12_20311583,chr12,20311583,20311583,intergenic,NA,"c(""16413"", ""211914"", ""54451"", ""69513"")",character(0),NA,32,25,82,129,459,350,283,470,2.90E-05,0.069716776,0.071428571,0.28975265,0.274468085,0.070572674,0.282110368,0.211537694
chr12_20415014,chr12,20415014,20415014,intron,NA,character(0),character(0),NA,46,33,70,114,517,410,293,481,8.36E-05,0.088974855,0.080487805,0.23890785,0.237006237,0.08473133,0.237957043,0.153225714
chr12_20415014,chr12,20415014,20415014,intergenic,NA,"c(""11491"", ""16413"", ""211914"", ""22630"", ""54451"", ""67732"", ""69513"")",character(0),NA,46,33,70,114,517,410,293,481,8.36E-05,0.088974855,0.080487805,0.23890785,0.237006237,0.08473133,0.237957043,0.153225714
chr12_20870730,chr12,20870730,20870730,intron,NA,character(0),character(0),NA,41,42,113,161,329,296,238,359,2.29E-05,0.124620061,0.141891892,0.474789916,0.448467967,0.133255976,0.461628941,0.328372965
chr12_20870730,chr12,20870730,20870730,intergenic,NA,"c(""11491"", ""16413"", ""211914"", ""22630"", ""54451"", ""67732"")",69513,NA,41,42,113,161,329,296,238,359,2.29E-05,0.124620061,0.141891892,0.474789916,0.448467967,0.133255976,0.461628941,0.328372965
chr12_20870731,chr12,20870731,20870731,intron,NA,character(0),character(0),NA,38,28,89,116,287,200,153,215,1.96E-05,0.132404181,0.14,0.581699346,0.539534884,0.136202091,0.560617115,0.424415024
chr12_20870731,chr12,20870731,20870731,intergenic,NA,"c(""11491"", ""16413"", ""211914"", ""22630"", ""54451"", ""67732"")",69513,NA,38,28,89,116,287,200,153,215,1.96E-05,0.132404181,0.14,0.581699346,0.539534884,0.136202091,0.560617115,0.424415024
chr12_21899860,chr12,21899860,21899860,intergenic,NA,100043416,"c(""11491"", ""16413"", ""211914"", ""22630"", ""54451"", ""67732"")",NA,16,10,56,87,539,361,334,502,3.92E-05,0.029684601,0.027700831,0.167664671,0.173306773,0.028692716,0.170485722,0.141793006
chr12_21899887,chr12,21899887,21899887,intergenic,NA,100043416,"c(""11491"", ""16413"", ""211914"", ""22630"", ""54451"", ""67732"")",NA,42,28,92,145,487,340,299,455,2.40E-05,0.0862423,0.082352941,0.307692308,0.318681319,0.08429762,0.313186813,0.228889193
chr12_22004859,chr12,22004859,22004859,intergenic,NA,"c(""100043416"", ""69732"")","c(""11491"", ""16413"", ""211914"", ""22630"", ""54451"", ""67732"")",NA,29,24,54,93,261,180,113,224,9.83E-05,0.111111111,0.133333333,0.477876106,0.415178571,0.122222222,0.446527339,0.324305117
chr12_22031396,chr12,22031396,22031396,intergenic,NA,"c(""100043416"", ""69732"")","c(""11491"", ""16413"", ""211914"", ""22630"", ""54451"", ""67732"")",NA,51,40,96,189,511,386,275,534,1.73E-05,0.099804305,0.103626943,0.349090909,0.353932584,0.101715624,0.351511747,0.249796123
chr12_22031485,chr12,22031485,22031485,intergenic,NA,"c(""100043416"", ""69732"")","c(""11491"", ""16413"", ""211914"", ""22630"", ""54451"", ""67732"")",NA,15,16,51,96,385,277,213,377,7.91E-05,0.038961039,0.057761733,0.23943662,0.25464191,0.048361386,0.247039265,0.198677879
chr12_22136566,chr12,22136566,22136566,intron,100043416,character(0),character(0),Gm4425,44,20,67,125,237,136,89,173,1.85E-05,0.185654008,0.147058824,0.752808989,0.722543353,0.166356416,0.737676171,0.571319755
chr12_22136567,chr12,22136567,22136567,intron,100043416,character(0),character(0),Gm4425,12,9,32,53,98,62,43,76,5.93E-05,0.12244898,0.14516129,0.744186047,0.697368421,0.133805135,0.720777234,0.586972099
chr12_22136689,chr12,22136689,22136689,intron,100043416,character(0),character(0),Gm4425,40,21,67,173,230,158,100,245,2.14E-05,0.173913043,0.132911392,0.67,0.706122449,0.153412218,0.688061224,0.534649007
chr12_22735392,chr12,22735392,22735392,intergenic,NA,69732,100043416,NA,10,7,52,77,227,180,144,229,3.08E-05,0.044052863,0.038888889,0.361111111,0.336244541,0.041470876,0.348677826,0.30720695
chr12_23294858,chr12,23294858,23294858,intron,NA,character(0),character(0),NA,11,7,37,55,82,55,51,74,4.73E-05,0.134146341,0.127272727,0.725490196,0.743243243,0.130709534,0.73436672,0.603657185
chr12_23294858,chr12,23294858,23294858,intergenic,NA,66808,69732,NA,11,7,37,55,82,55,51,74,4.73E-05,0.134146341,0.127272727,0.725490196,0.743243243,0.130709534,0.73436672,0.603657185
chr12_23295404,chr12,23295404,23295404,intron,NA,character(0),character(0),NA,39,22,67,128,213,143,105,191,2.50E-05,0.183098592,0.153846154,0.638095238,0.670157068,0.168472373,0.654126153,0.48565378
chr12_23295404,chr12,23295404,23295404,intergenic,NA,66808,69732,NA,39,22,67,128,213,143,105,191,2.50E-05,0.183098592,0.153846154,0.638095238,0.670157068,0.168472373,0.654126153,0.48565378
chr12_23624492,chr12,23624492,23624492,intergenic,NA,"c(""195733"", ""21340"", ""66808"")",69732,NA,30,24,55,94,206,144,108,201,9.03E-05,0.145631068,0.166666667,0.509259259,0.467661692,0.156148867,0.488460475,0.332311608
chr12_24086843,chr12,24086843,24086843,intron,66808,character(0),character(0),9030624G23Rik,21,11,49,92,231,116,96,165,2.96E-05,0.090909091,0.094827586,0.510416667,0.557575758,0.092868339,0.533996212,0.441127874
chr12_24253105,chr12,24253105,24253105,intergenic,NA,"c(""12879"", ""15902"", ""194655"", ""195733"", ""20135"", ""21340"", ""432641"", ""67216"", ""77480"")",66808,NA,61,45,75,141,403,316,206,414,9.52E-05,0.151364764,0.142405063,0.36407767,0.34057971,0.146884914,0.35232869,0.205443776
chr12_24357172,chr12,24357172,24357172,intergenic,NA,"c(""12879"", ""15902"", ""194655"", ""195733"", ""20135"", ""21340"", ""432641"", ""67216"", ""77480"")",66808,NA,8,3,29,44,97,52,47,79,9.17E-05,0.082474227,0.057692308,0.617021277,0.556962025,0.070083267,0.586991651,0.516908384
chr12_32292523,chr12,32292523,32292523,intergenic,NA,"c(""100504486"", ""19027"", ""320046"", ""380753"", ""59027"", ""68764"", ""72123"", ""74076"")","c(""104836"", ""12033"", ""13382"", ""13487"", ""16777"", ""19088"", ""238123"", ""23985"", ""30955"", ""71916"", ""73010"", ""73389"")",NA,19,12,57,80,100,55,78,117,7.77E-05,0.19,0.218181818,0.730769231,0.683760684,0.204090909,0.707264957,0.503174048
chr12_55917270,chr12,55917270,55917270,intergenic,NA,"c(""100503961"", ""104798"", ""18094"", ""18511"", ""217588"", ""217593"", ""21869"", ""97836"")","c(""100101806"", ""100101807"", ""18035"", ""217578"", ""24067"", ""26443"", ""52592"", ""56784"", ""56856"", ""59032"", ""66132"", ""665155"", ""72658"", ""79459"")",NA,18,17,78,92,169,117,148,183,6.08E-05,0.106508876,0.145299145,0.527027027,0.50273224,0.125904011,0.514879634,0.388975623
chr12_55917289,chr12,55917289,55917289,intergenic,NA,"c(""100503961"", ""104798"", ""18094"", ""18511"", ""217588"", ""217593"", ""21869"", ""97836"")","c(""100101806"", ""100101807"", ""18035"", ""217578"", ""24067"", ""26443"", ""52592"", ""56784"", ""56856"", ""59032"", ""66132"", ""665155"", ""72658"", ""79459"")",NA,41,21,93,128,175,122,145,200,6.03E-05,0.234285714,0.172131148,0.64137931,0.64,0.203208431,0.640689655,0.437481224
chr12_55917308,chr12,55917308,55917308,intergenic,NA,"c(""100503961"", ""104798"", ""18094"", ""18511"", ""217588"", ""217593"", ""21869"", ""97836"")","c(""100101806"", ""100101807"", ""18035"", ""217578"", ""24067"", ""26443"", ""52592"", ""56784"", ""56856"", ""59032"", ""66132"", ""665155"", ""72658"", ""79459"")",NA,29,22,80,104,182,129,148,198,4.54E-05,0.159340659,0.170542636,0.540540541,0.525252525,0.164941647,0.532896533,0.367954885
chr12_55917350,chr12,55917350,55917350,intergenic,NA,"c(""100503961"", ""104798"", ""18094"", ""18511"", ""217588"", ""217593"", ""21869"", ""97836"")","c(""100101806"", ""100101807"", ""18035"", ""217578"", ""24067"", ""26443"", ""52592"", ""56784"", ""56856"", ""59032"", ""66132"", ""665155"", ""72658"", ""79459"")",NA,43,32,86,110,161,108,137,175,9.88E-05,0.267080745,0.296296296,0.627737226,0.628571429,0.281688521,0.628154327,0.346465807
chr12_65036047,chr12,65036047,65036047,promoter,328110,character(0),character(0),Prpf39,16,11,50,64,170,114,100,142,6.16E-05,0.094117647,0.096491228,0.5,0.450704225,0.095304438,0.475352113,0.380047675
chr12_65036047,chr12,65036047,65036047,intergenic,NA,"c(""104806"", ""217653"", ""30795"", ""328110"", ""70948"")","c(""217648"", ""328108"", ""623046"", ""66689"")",NA,16,11,50,64,170,114,100,142,6.16E-05,0.094117647,0.096491228,0.5,0.450704225,0.095304438,0.475352113,0.380047675
chr12_87537939,chr12,87537939,87537939,intergenic,NA,"c(""100038982"", ""100039042"", ""100039052"", ""100039087"", ""100039315"", ""100042776"", ""100042786"", ""100861908"", ""193322"", ""266459"", ""435337"", ""544881"", ""633093"", ""71818"", ""72113"")","c(""100526546"", ""102635405"", ""104799"", ""14874"", ""20773"", ""211064"", ""217732"", ""217733"", ""217734"", ""217737"", ""217738"", ""238328"", ""238330"", ""238331"", ""238333"", ""380773"", ""382620"", ""625237"", ""627607"", ""64242"", ""654309"", ""66354"", ""666806"", ""68737"", ""71275"")",NA,55,44,87,137,260,197,151,254,5.10E-05,0.211538462,0.223350254,0.57615894,0.539370079,0.217444358,0.55776451,0.340320152
chr12_87988229,chr12,87988229,87988229,intron,NA,character(0),character(0),NA,53,26,78,110,248,147,128,191,5.36E-05,0.213709677,0.176870748,0.609375,0.57591623,0.195290213,0.592645615,0.397355402
chr12_87988229,chr12,87988229,87988229,intergenic,NA,"c(""100039315"", ""18191"", ""266459"", ""435337"", ""633093"", ""71818"", ""72113"")","c(""100038982"", ""100039042"", ""100039052"", ""100039087"", ""100042776"", ""100042786"", ""100526546"", ""100861908"", ""104799"", ""14874"", ""193322"", ""20773"", ""211064"", ""217733"", ""217734"", ""217737"", ""217738"", ""238331"", ""238333"", ""380773"", ""382620"", ""544881"", ""625237"", ""64242"", ""654309"", ""66354"", ""666806"", ""71275"")",NA,53,26,78,110,248,147,128,191,5.36E-05,0.213709677,0.176870748,0.609375,0.57591623,0.195290213,0.592645615,0.397355402
chr12_88225909,chr12,88225909,88225909,intergenic,NA,"c(""18191"", ""266459"", ""435337"", ""633093"", ""71818"", ""72113"")","c(""100038982"", ""100039042"", ""100039052"", ""100039087"", ""100039315"", ""100042776"", ""100042786"", ""100526546"", ""100861908"", ""104799"", ""193322"", ""20773"", ""211064"", ""217737"", ""217738"", ""380773"", ""544881"", ""654309"", ""66354"", ""666806"", ""71275"")",NA,30,29,67,112,260,196,140,243,5.53E-05,0.115384615,0.147959184,0.478571429,0.46090535,0.1316719,0.469738389,0.33806649
chr12_88308327,chr12,88308327,88308327,intergenic,NA,"c(""18191"", ""266459"", ""71818"", ""72113"")","c(""100038982"", ""100039042"", ""100039052"", ""100039087"", ""100039315"", ""100042776"", ""100042786"", ""100526546"", ""100861908"", ""193322"", ""20773"", ""211064"", ""380773"", ""435337"", ""544881"", ""633093"", ""654309"", ""66354"", ""666806"")",NA,56,45,92,148,227,185,152,237,3.51E-05,0.246696035,0.243243243,0.605263158,0.624472574,0.244969639,0.614867866,0.369898227
chr13_100107466,chr13,100107466,100107466,promoter,20365,character(0),character(0),Serf1,7,5,26,49,94,76,51,95,7.54E-05,0.074468085,0.065789474,0.509803922,0.515789474,0.070128779,0.512796698,0.442667918
chr13_100107466,chr13,100107466,100107466,intergenic,NA,"c(""102216272"", ""108143"", ""12572"", ""17940"", ""17948"", ""17951"", ""17952"", ""18260"", ""19356"", ""20365"", ""20595"", ""218518"", ""23894"", ""268697"", ""26886"", ""53880"", ""66128"", ""69048"", ""76041"")","c(""17755"", ""218506"", ""238803"", ""27220"", ""320893"", ""544971"", ""68927"", ""78038"")",NA,7,5,26,49,94,76,51,95,7.54E-05,0.074468085,0.065789474,0.509803922,0.515789474,0.070128779,0.512796698,0.442667918
chr13_100616136,chr13,100616136,100616136,intron,218518,character(0),character(0),Marveld2,2,2,27,41,113,78,77,127,9.72E-05,0.017699115,0.025641026,0.350649351,0.322834646,0.02167007,0.336741998,0.315071928
chr13_100946655,chr13,100946655,100946655,intergenic,NA,"c(""18708"", ""328324"", ""71174"", ""78136"")","c(""102216272"", ""108143"", ""12572"", ""17940"", ""17948"", ""17951"", ""17952"", ""18260"", ""19356"", ""20365"", ""20595"", ""218518"", ""23894"", ""268697"", ""26886"", ""53880"", ""544971"", ""66128"", ""69048"", ""76041"", ""78038"")",NA,15,12,36,78,127,112,73,150,6.61E-05,0.118110236,0.107142857,0.493150685,0.52,0.112626547,0.506575342,0.393948796
chr13_100946656,chr13,100946656,100946656,intergenic,NA,"c(""18708"", ""328324"", ""71174"", ""78136"")","c(""102216272"", ""108143"", ""12572"", ""17940"", ""17948"", ""17951"", ""17952"", ""18260"", ""19356"", ""20365"", ""20595"", ""218518"", ""23894"", ""268697"", ""26886"", ""53880"", ""544971"", ""66128"", ""69048"", ""76041"", ""78038"")",NA,21,21,51,109,174,133,100,204,6.82E-05,0.120689655,0.157894737,0.51,0.534313725,0.139292196,0.522156863,0.382864667
